1 Level,2 Level,3 Level,4 Level,5 Level,6 Level,7 Level,8 Level,9 Level,10 Level,11 Level,12 Level,13 Level,14 Level,FoodON URI
,sushi,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003243
,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,cereal grain food product,,,,,,,,,,FOODON_00001093
,,,,,rice food product,,,,,,,,,FOODON_00001185
,,,,,,glutinous rice food product,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03307561
,,,,,,,glutinous rice,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003352
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,berry food product,,,,,,,,,,FOODON_00001640
,,,,,drupelet berry food product,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003026
,,,,,,
food material by characteristic,,,,,,,,,,,,,,FOODON_00002454
,fruit (seedless),,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003461
,,
food product by meal type,,,,,,,,,,,,,,FOODON_00002373
,beverage food product,,,,,,,,,,,,,FOODON_03301977
,,plant derived beverage,,,,,,,,,,,,FOODON_00001253
,,,plant derived fermented beverage,,,,,,,,,,,FOODON_00001254
,,,,fermented grain beverage,,,,,,,,,,FOODON_00001102
,,,,,beer beverage,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001260
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,edible seed food product,,,,,,,,,,FOODON_03304497
,,,,,soybean seed (field) food product,,,,,,,,,FOODON_00002265
,,,,,,soybean food product,,,,,,,,FOODON_00002266
,,,,,,,soybean,,,,,,,FOODON_03301415
,,,,,,,,soybean (raw),,,,,,FOODON_00002784
,,,,,,,,,soybean (raw mature),,,,,http://purl.obolibrary.org/obo/FOODON_03000207
,,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,plant fruit as vegetable food product,,,,,,,,,,FOODON_00002141
,,,,,squash food product,,,,,,,,,FOODON_00002271
,,,,,,squash,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003539
,,,,,,,winter squash,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003946
,,,,,,,,delicata squash,,,,,,http://purl.obolibrary.org/obo/FOODON_00004440
,,,,,,,,,delicata squash (raw),,,,,http://purl.obolibrary.org/obo/FOODON_00004441
,,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,pomaceous fruit food product,,,,,,,,,,FOODON_00001158
,,,,,apple food product,,,,,,,,,FOODON_00001611
,,,,,,apple (whole or pieces),,,,,,,,FOODON_03310788
,,,,,,,apple,,,,,,,FOODON_00002473
,,,,,,,,Granny Smith apple,,,,,,http://purl.obolibrary.org/obo/FOODON_00002853
,,,,,,,,,Granny Smith apple (raw),,,,,http://purl.obolibrary.org/obo/FOODON_00004206
,,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,vegetable (whole or pieces),,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03315308
,,,,vegetable (raw),,,,,,,,,,FOODON_03302008
,,,,,field pea (raw),,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03306817
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,avian food product,,,,,,,,,,,FOODON_00001251
,,,,poultry food product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001283
,,,,,poultry meat food product,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001131
,,,,,,chicken meat food product,,,,,,,,FOODON_00001040
,,,,,,,chicken kiev,,,,,,,http://purl.obolibrary.org/obo/FOODON_03601018
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,cereal grain food product,,,,,,,,,,FOODON_00001093
,,,,,rice food product,,,,,,,,,FOODON_00001185
,,,,,,rice bran oil,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003226
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,mammalian meat food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001006
,,,,swine food product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001132
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,nut food product,,,,,,,,,,,FOODON_00001172
,,,,jojoba bean food product,,,,,,,,,,FOODON_00003182
,,,,,jojoba bean,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003795
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,cruciferous food product,,,,,,,,,,,,FOODON_00001169
,,,brassica food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003341
,,,,chinese cabbage food product,,,,,,,,,,FOODON_00003663
,,,,,chinese cabbage head,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003662
,,,,,,
food product component,,,,,,,,,,,,,,FOODON_00001714
,condiment food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001133
,,mustard seed,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003420
,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant stem food product,,,,,,,,,,,,FOODON_00001175
,,,asparagus spear,,,,,,,,,,,FOODON_00003458
,,,,purple asparagus spear,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003553
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,citrus fruit food product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001151
,,,,,citrus fruit,,,,,,,,,FOODON_00003324
,,,,,,kumquat,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003686
,,,,,,,
food product component,,,,,,,,,,,,,,FOODON_00001714
,condiment food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001133
,,sugar condiment,,,,,,,,,,,,FOODON_00001083
,,,white sugar,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03420157
,,,,
food product analog,,,,,,,,,,,,,,FOODON_00001871
,dairy product analog,,,,,,,,,,,,,FOODON_00001801
,,butter product analog,,,,,,,,,,,,FOODON_00001673
,,,margarine food product,,,,,,,,,,,FOODON_00002022
,,,,margarine,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301672
,,,,,
processed food product,,,,,,,,,,,,,,FOODON_03311737
,processed meat food product,,,,,,,,,,,,,FOODON_00001010
,,meat sausage food product,,,,,,,,,,,,FOODON_00001007
,,,animal product sausage,,,,,,,,,,,FOODON_00001605
,,,,luncheon meat,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03310675
,,,,,salami,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03312067
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant root food product,,,,,,,,,,,,FOODON_00001147
,,,red Abyssinian banana corm,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003771
,,,,
multi-component food product,,,,,,,,,,,,,,FOODON_00002501
,muffaletta,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003880
,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant floret vegetable food product,,,,,,,,,,,FOODON_00002140
,,,,artichoke vegetable food product,,,,,,,,,,FOODON_00001617
,,,,,artichoke head,,,,,,,,,FOODON_00003573
,,,,,,artichoke head (raw),,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301369
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,cucurbit fruit food product,,,,,,,,,,FOODON_00001150
,,,,,melon food product,,,,,,,,,FOODON_00002029
,,,,,,melon fruit food product,,,,,,,,FOODON_00001152
,,,,,,,muskmelon (Cucumis melo) fruit food product,,,,,,,FOODON_00001153
,,,,,,,,melon,,,,,,http://purl.obolibrary.org/obo/FOODON_00003597
,,,,,,,,,muskmelon,,,,,http://purl.obolibrary.org/obo/FOODON_00003596
,,,,,,,,,,muskmelon (raw),,,,http://purl.obolibrary.org/obo/FOODON_03309692
,,,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant leaf food product,,,,,,,,,,,FOODON_00002143
,,,,spinach food product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002269
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,papaya food product,,,,,,,,,,FOODON_00002081
,,,,,papaya (whole or pieces),,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000228
,,,,,,
food product component,,,,,,,,,,,,,,FOODON_00001714
,condiment food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001133
,,black cumin seed,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000119
,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,cereal grain food product,,,,,,,,,,FOODON_00001093
,,,,,cereal food product,,,,,,,,,FOODON_00001709
,,,,,,common oat cereal food product,,,,,,,,FOODON_00001759
,,,,,,,rolled oats,,,,,,,http://purl.obolibrary.org/obo/FOODON_03307110
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,seed part,,,,,,,,,,FOODON_03420178
,,,,,seed skin present,,,,,,,,,FOODON_03420135
,,,,,,seed skin present germ present,,,,,,,,FOODON_03420133
,,,,,,,germinated or sprouted seed,,,,,,,http://purl.obolibrary.org/obo/FOODON_03420102
,,,,,,,,lentil (raw sprouted),,,,,,http://purl.obolibrary.org/obo/FOODON_03000204
,,,,,,,,,
food product by meal type,,,,,,,,,,,,,,FOODON_00002373
,beverage food product,,,,,,,,,,,,,FOODON_03301977
,,fermented beverage,,,,,,,,,,,,FOODON_00001094
,,,wine or wine-like food product,,,,,,,,,,,FOODON_00002364
,,,,grape based wine or wine-like food product,,,,,,,,,,FOODON_00001925
,,,,,grape wine,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301014
,,,,,,red wine,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03310272
,,,,,,,Pinot noir wine,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002596
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,tropical fruit food product,,,,,,,,,,FOODON_00002689
,,,,,jujube fruit,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003652
,,,,,,jujube fruit (raw),,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002487
,,,,,,,
food product by consumer group,,,,,,,,,,,,,,FOODON_00002147
,food product for animal,,,,,,,,,,,,,FOODON_03309997
,,pet food,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002682
,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,legume food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001264
,,,,legume,,,,,,,,,,FOODON_03310646
,,,,,vetch seed,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00002791
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,pomaceous fruit food product,,,,,,,,,,FOODON_00001158
,,,,,apple food product,,,,,,,,,FOODON_00001611
,,,,,,apple (whole or pieces),,,,,,,,FOODON_03310788
,,,,,,,apple,,,,,,,FOODON_00002473
,,,,,,,,Fuji apple,,,,,,http://purl.obolibrary.org/obo/FOODON_00002862
,,,,,,,,,Fuji apple (raw),,,,,http://purl.obolibrary.org/obo/FOODON_00004205
,,,,,,,,,,
multi-component food product,,,,,,,,,,,,,,FOODON_00002501
,multi-component plant food product,,,,,,,,,,,,,FOODON_03316579
,,plant based bakery food product,,,,,,,,,,,,FOODON_00002125
,,,plant seed based bakery food product,,,,,,,,,,,FOODON_00002151
,,,,grain based bakery food product,,,,,,,,,,FOODON_00001917
,,,,,cobbler,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03601019
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,vertebrate animal food product,,,,,,,,,,,,FOODON_00001092
,,,mammalian meat food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001006
,,,,swine food product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001132
,,,,,pork food product,,,,,,,,,FOODON_00002663
,,,,,,pork meat food product,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001038
,,,,,,,processed pork meat food product,,,,,,,FOODON_00001241
,,,,,,,,pork cured meat food product,,,,,,FOODON_00002301
,,,,,,,,,pancetta,,,,,http://purl.obolibrary.org/obo/FOODON_00003249
,,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,pomaceous fruit food product,,,,,,,,,,FOODON_00001158
,,,,,pear food product,,,,,,,,,FOODON_00002101
,,,,,,pear (whole or pieces),,,,,,,,FOODON_00002488
,,,,,,,pear,,,,,,,FOODON_00003041
,,,,,,,,common pear,,,,,,http://purl.obolibrary.org/obo/FOODON_00003576
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,spice or herb,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001242
,,,dill food product,,,,,,,,,,,FOODON_00001811
,,,,dill seed,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003794
,,,,,
food product component,,,,,,,,,,,,,,FOODON_00001714
,condiment food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001133
,,
food product by consumer group,,,,,,,,,,,,,,FOODON_00002147
,dietary or therapeutic formulation food product,,,,,,,,,,,,,FOODON_00001809
,,food supplement food product,,,,,,,,,,,,FOODON_00001874
,,,dietary supplement,,,,,,,,,,,FOODON_03401298
,,,,dietary supplement botanical,,,,,,,,,,FOODON_03401306
,,,,,St. John's wort supplement,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03600012
,,,,,,
processed food product,,,,,,,,,,,,,,FOODON_03311737
,processed meat food product,,,,,,,,,,,,,FOODON_00001010
,,meat sausage food product,,,,,,,,,,,,FOODON_00001007
,,,animal product sausage,,,,,,,,,,,FOODON_00001605
,,,,landjaeger,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003201
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,citrus fruit food product,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001151
,,,,,citrus fruit,,,,,,,,,FOODON_00003324
,,,,,,lime,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003661
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,nut food product,,,,,,,,,,,FOODON_00001172
,,,,walnut food product,,,,,,,,,,FOODON_00002338
,,,,,walnut (whole or pieces),,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03316466
,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,botanical fruit food product,,,,,,,,,,,,FOODON_00001262
,,,legume food product,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001264
,,,,legume,,,,,,,,,,FOODON_03310646
,,,,,bean,,,,,,,,,FOODON_00002753
,,,,,,lupine bean,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003737
,,,,,,,lupine bean (raw),,,,,,,FOODON_03302080
,,,,,,,,lupine bean (raw mature),,,,,,http://purl.obolibrary.org/obo/FOODON_03000205
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,animal food product,,,,,,,,,,,,,FOODON_00004242
,,invertebrate animal food product,,,,,,,,,,,,FOODON_00001176
,,,shellfish food product,,,,,,,,,,,FOODON_00001293
,,,,shellfish,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03411433
,,,,,mollusc,,,,,,,,,FOODON_03412112
,,,,,,gastropod,,,,,,,,FOODON_03412111
,,,,,,,archaeogastropod,,,,,,,FOODON_03411002
,,,,,,,,monodont,,,,,,http://purl.obolibrary.org/obo/FOODON_03414635
,,,,,,,,,toothed top shell,,,,,http://purl.obolibrary.org/obo/FOODON_03414808
,,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,mushroom food product,,,,,,,,,,,FOODON_00002434
,,,,mushroom (whole or pieces),,,,,,,,,,FOODON_00002050
,,,,,mushroom fruitbody,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003528
,,,,,,Boletus mushroom,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03000430
,,,,,,,rough stemmed boletus,,,,,,,http://purl.obolibrary.org/obo/FOODON_03412738
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,pomaceous fruit food product,,,,,,,,,,FOODON_00001158
,,,,,apple food product,,,,,,,,,FOODON_00001611
,,,,,,apple (whole or pieces),,,,,,,,FOODON_03310788
,,,,,,,apple,,,,,,,FOODON_00002473
,,,,,,,,Gala apple,,,,,,http://purl.obolibrary.org/obo/FOODON_00003348
,,,,,,,,,Gala apple (raw),,,,,http://purl.obolibrary.org/obo/FOODON_00004204
,,,,,,,,,,
processed food product,,,,,,,,,,,,,,FOODON_03311737
,prepared food product,,,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00001180
,,sandwich food product,,,,,,,,,,,,FOODON_00002222
,,,sandwich,,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03301906
,,,,panini,,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003248
,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,mushroom food product,,,,,,,,,,,FOODON_00002434
,,,,mushroom (whole or pieces),,,,,,,,,,FOODON_00002050
,,,,,mushroom fruitbody,,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003528
,,,,,,gypsy mushroom,,,,,,,,http://purl.obolibrary.org/obo/FOODON_03414253
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant head vegetable food product,,,,,,,,,,,FOODON_00002142
,,,,cabbage head food product,,,,,,,,,,FOODON_00001677
,,,,,cabbage head,,,,,,,,,FOODON_00003406
,,,,,,savoy cabbage head,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003684
,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,plant fruit as vegetable food product,,,,,,,,,,FOODON_00002141
,,,,,squash food product,,,,,,,,,FOODON_00002271
,,,,,,squash,,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003539
,,,,,,,winter squash,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003946
,,,,,,,,acorn squash,,,,,,http://purl.obolibrary.org/obo/FOODON_00003599
,,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,plant seed or nut food product,,,,,,,,,,,,FOODON_03460177
,,,plant seed food product,,,,,,,,,,,FOODON_00001173
,,,,edible seed food product,,,,,,,,,,FOODON_03304497
,,,,,soybean seed (field) food product,,,,,,,,,FOODON_00002265
,,,,,,soybean food product,,,,,,,,FOODON_00002266
,,,,,,,soy cream,,,,,,,http://purl.obolibrary.org/obo/FOODON_00003200
,,,,,,,,
food product by organism,,,,,,,,,,,,,,FOODON_00002381
,plant food product,,,,,,,,,,,,,FOODON_00001015
,,vegetable food product,,,,,,,,,,,,FOODON_00001261
,,,plant fruit food product,,,,,,,,,,,FOODON_00001057
,,,,pomaceous fruit food product,,,,,,,,,,FOODON_00001158
,,,,,pear food product,,,,,,,,,FOODON_00002101
,,,,,,pear (whole or pieces),,,,,,,,FOODON_00002488
